timestamp;sensor_name;sensor_type;msg
1704412800000;BATH_DHT;Temperature;{'timestamp': 1704412800000, 'temperature': 22.0, 'humidity': 54.55439106319007}
1704412800000;B_DHT;Temperature;{'timestamp': 1704412800000, 'temperature': 22.0, 'humidity': 42.459854426700225}
1704414000000;K_DHT;Temperature;{'timestamp': 1704414000000, 'temperature': 20.776781909425303, 'humidity': 36.292277430233334}
1704414000000;LR_DHT;Temperature;{'timestamp': 1704414000000, 'temperature': 20.913272839441284, 'humidity': 34.32614829973915}
1704414000000;BATH_DHT;Temperature;{'timestamp': 1704414000000, 'temperature': 20.0, 'humidity': 43.97221622312844}
1704414000000;B_DHT;Temperature;{'timestamp': 1704414000000, 'temperature': 22.0, 'humidity': 47.81982603940916}
1704415200000;K_DHT;Temperature;{'timestamp': 1704415200000, 'temperature': 20.20234231512807, 'humidity': 38.24033297609715}
1704415200000;LR_DHT;Temperature;{'timestamp': 1704415200000, 'temperature': 20.30847484275263, 'humidity': 49.330027907937556}
1704415200000;BATH_DHT;Temperature;{'timestamp': 1704415200000, 'temperature': 20.0, 'humidity': 40.0}
1704415200000;B_DHT;Temperature;{'timestamp': 1704415200000, 'temperature': 20.95591666122712, 'humidity': 40.0}
1704415500000;LR_CAMERA;Camera;{'timestamp': 1704415500000, 'file': '/train/split3/split3_730.png'}
1704416400000;K_CAMERA;Camera;{'timestamp': 1704416400000, 'file': '/train/split1/split1_286.png'}
1704416400000;K_DHT;Temperature;{'timestamp': 1704416400000, 'temperature': 20.0, 'humidity': 30.527769561303995}
1704416400000;LR_CAMERA;Camera;{'timestamp': 1704416400000, 'file': '/train/split3/split3_610.png'}
1704416400000;LR_DHT;Temperature;{'timestamp': 1704416400000, 'temperature': 19.0, 'humidity': 43.63733656975923}
1704416400000;BATH_DHT;Temperature;{'timestamp': 1704416400000, 'temperature': 21.92080910592345, 'humidity': 46.05701792773887}
1704416400000;B_DHT;Temperature;{'timestamp': 1704416400000, 'temperature': 21.4623698661823, 'humidity': 44.09127659905671}
1704417600000;K_DHT;Temperature;{'timestamp': 1704417600000, 'temperature': 20.16890068340774, 'humidity': 30.0}
1704417600000;LR_DHT;Temperature;{'timestamp': 1704417600000, 'temperature': 20.055216419549563, 'humidity': 42.625577656448506}
1704417600000;BATH_DHT;Temperature;{'timestamp': 1704417600000, 'temperature': 20.555424109225218, 'humidity': 46.55565899276118}
1704417600000;B_DHT;Temperature;{'timestamp': 1704417600000, 'temperature': 20.0, 'humidity': 41.04779393114599}
1704418800000;K_DHT;Temperature;{'timestamp': 1704418800000, 'temperature': 21.304956202822165, 'humidity': 34.71240432481783}
1704418800000;LR_DHT;Temperature;{'timestamp': 1704418800000, 'temperature': 19.0, 'humidity': 49.51563975144896}
1704418800000;BATH_DHT;Temperature;{'timestamp': 1704418800000, 'temperature': 20.612886259870642, 'humidity': 44.338692713361404}
1704418800000;B_DHT;Temperature;{'timestamp': 1704418800000, 'temperature': 21.754747763669272, 'humidity': 48.15954835164304}
1704419100000;LR_CAMERA;Camera;{'timestamp': 1704419100000, 'file': '/train/split3/split3_213.png'}
1704420000000;K_CAMERA;Camera;{'timestamp': 1704420000000, 'file': '/train/split1/split1_303.png'}
1704420000000;K_DHT;Temperature;{'timestamp': 1704420000000, 'temperature': 22.0, 'humidity': 33.69567058457588}
1704420000000;LR_CAMERA;Camera;{'timestamp': 1704420000000, 'file': '/train/split3/split3_213.png'}
1704420000000;LR_DHT;Temperature;{'timestamp': 1704420000000, 'temperature': 20.958871049198695, 'humidity': 41.83194497587522}
1704420000000;BATH_DHT;Temperature;{'timestamp': 1704420000000, 'temperature': 20.4283254861559, 'humidity': 54.237086309340185}
1704420000000;B_DHT;Temperature;{'timestamp': 1704420000000, 'temperature': 22.0, 'humidity': 40.2877215043915}
1704421200000;K_DHT;Temperature;{'timestamp': 1704421200000, 'temperature': 20.153379620474638, 'humidity': 33.83890812978072}
1704421200000;LR_DHT;Temperature;{'timestamp': 1704421200000, 'temperature': 19.079330099767205, 'humidity': 43.34563283160055}
1704421200000;BATH_DHT;Temperature;{'timestamp': 1704421200000, 'temperature': 20.0, 'humidity': 40.0}
1704421200000;B_DHT;Temperature;{'timestamp': 1704421200000, 'temperature': 20.457297386716863, 'humidity': 60.0}
1704422400000;K_DHT;Temperature;{'timestamp': 1704422400000, 'temperature': 21.47891239747992, 'humidity': 37.531419177341235}
1704422400000;LR_DHT;Temperature;{'timestamp': 1704422400000, 'temperature': 19.0, 'humidity': 44.608237115518065}
1704422400000;BATH_DHT;Temperature;{'timestamp': 1704422400000, 'temperature': 20.281098497193845, 'humidity': 57.88313500277236}
1704422400000;B_DHT;Temperature;{'timestamp': 1704422400000, 'temperature': 21.090438950145206, 'humidity': 58.616643823454844}
1704422700000;LR_CAMERA;Camera;{'timestamp': 1704422700000, 'file': '/train/split3/split3_687.png'}
1704423600000;K_CAMERA;Camera;{'timestamp': 1704423600000, 'file': '/train/split1/split1_230.png'}
1704423600000;K_DHT;Temperature;{'timestamp': 1704423600000, 'temperature': 21.54894238008721, 'humidity': 33.16742479640032}
1704423600000;LR_CAMERA;Camera;{'timestamp': 1704423600000, 'file': '/train/split3/split3_339.png'}
1704423600000;LR_DHT;Temperature;{'timestamp': 1704423600000, 'temperature': 21.0, 'humidity': 46.620220071450156}
1704423600000;BATH_DHT;Temperature;{'timestamp': 1704423600000, 'temperature': 20.856626386540892, 'humidity': 40.43720639016531}
1704423600000;B_DHT;Temperature;{'timestamp': 1704423600000, 'temperature': 20.66313818280176, 'humidity': 45.453258757768715}
1704424800000;K_DHT;Temperature;{'timestamp': 1704424800000, 'temperature': 21.422593549929083, 'humidity': 39.038935475142495}
1704424800000;LR_DHT;Temperature;{'timestamp': 1704424800000, 'temperature': 21.0, 'humidity': 49.46677527124618}
1704424800000;BATH_DHT;Temperature;{'timestamp': 1704424800000, 'temperature': 21.505939288721713, 'humidity': 55.90410543661632}
1704424800000;B_DHT;Temperature;{'timestamp': 1704424800000, 'temperature': 21.045677335193762, 'humidity': 54.608878801435736}
1704426000000;K_DHT;Temperature;{'timestamp': 1704426000000, 'temperature': 20.880837363305666, 'humidity': 36.595920319968066}
1704426000000;LR_DHT;Temperature;{'timestamp': 1704426000000, 'temperature': 19.090456643915243, 'humidity': 48.57003441371965}
1704426000000;BATH_DHT;Temperature;{'timestamp': 1704426000000, 'temperature': 21.65357717951858, 'humidity': 52.28023016379086}
1704426000000;B_DHT;Temperature;{'timestamp': 1704426000000, 'temperature': 20.0, 'humidity': 42.74493847479165}
1704426300000;LR_CAMERA;Camera;{'timestamp': 1704426300000, 'file': '/train/split3/split3_220.png'}
1704427200000;K_CAMERA;Camera;{'timestamp': 1704427200000, 'file': '/train/split2/split2_567.png'}
1704427200000;K_DHT;Temperature;{'timestamp': 1704427200000, 'temperature': 22.0, 'humidity': 39.08687489770247}
1704427200000;LR_CAMERA;Camera;{'timestamp': 1704427200000, 'file': '/train/split3/split3_024.png'}
1704427200000;LR_DHT;Temperature;{'timestamp': 1704427200000, 'temperature': 19.753465614810388, 'humidity': 47.53113791202307}
1704427200000;BATH_DHT;Temperature;{'timestamp': 1704427200000, 'temperature': 22.0, 'humidity': 55.502079395276525}
1704427200000;B_DHT;Temperature;{'timestamp': 1704427200000, 'temperature': 21.87622910836281, 'humidity': 56.82729911557058}
1704428400000;K_DHT;Temperature;{'timestamp': 1704428400000, 'temperature': 20.732945622964962, 'humidity': 37.46661344367215}
1704428400000;LR_DHT;Temperature;{'timestamp': 1704428400000, 'temperature': 19.0, 'humidity': 37.588636772029076}
1704428400000;BATH_DHT;Temperature;{'timestamp': 1704428400000, 'temperature': 22.0, 'humidity': 49.16755200916877}
1704428400000;B_DHT;Temperature;{'timestamp': 1704428400000, 'temperature': 21.941195256074646, 'humidity': 41.35512249545843}
1704429600000;K_DHT;Temperature;{'timestamp': 1704429600000, 'temperature': 20.026357637338123, 'humidity': 30.6019577098131}
1704429600000;LR_DHT;Temperature;{'timestamp': 1704429600000, 'temperature': 21.0, 'humidity': 35.00637395324185}
1704429600000;BATH_DHT;Temperature;{'timestamp': 1704429600000, 'temperature': 21.620505813582298, 'humidity': 46.65166922154856}
1704429600000;B_DHT;Temperature;{'timestamp': 1704429600000, 'temperature': 20.67213063256811, 'humidity': 42.08823884529009}
1704429900000;LR_CAMERA;Camera;{'timestamp': 1704429900000, 'file': '/train/split3/split3_312.png'}
1704430800000;K_CAMERA;Camera;{'timestamp': 1704430800000, 'file': '/train/split1/split1_723.png'}
1704430800000;K_DHT;Temperature;{'timestamp': 1704430800000, 'temperature': 20.0, 'humidity': 31.287113928998497}
1704430800000;LR_CAMERA;Camera;{'timestamp': 1704430800000, 'file': '/train/split10/split10_409.png'}
1704430800000;LR_DHT;Temperature;{'timestamp': 1704430800000, 'temperature': 19.689495165583864, 'humidity': 34.29613103394419}
1704430800000;BATH_DHT;Temperature;{'timestamp': 1704430800000, 'temperature': 20.0, 'humidity': 41.54504656084934}
1704430800000;B_DHT;Temperature;{'timestamp': 1704430800000, 'temperature': 21.677743083837136, 'humidity': 44.89305005024448}
1704432000000;K_DHT;Temperature;{'timestamp': 1704432000000, 'temperature': 21.754657919373138, 'humidity': 36.039994083826365}
1704432000000;LR_DHT;Temperature;{'timestamp': 1704432000000, 'temperature': 19.372855929324352, 'humidity': 35.846835181226005}
1704432000000;BATH_DHT;Temperature;{'timestamp': 1704432000000, 'temperature': 20.638166538765237, 'humidity': 58.24642930274169}
1704432000000;B_DHT;Temperature;{'timestamp': 1704432000000, 'temperature': 20.0, 'humidity': 53.12913622158555}
1704433200000;K_DHT;Temperature;{'timestamp': 1704433200000, 'temperature': 20.41170687596137, 'humidity': 38.04856937910694}
1704433200000;LR_DHT;Temperature;{'timestamp': 1704433200000, 'temperature': 19.703129863487437, 'humidity': 30.871815246679585}
1704433200000;BATH_DHT;Temperature;{'timestamp': 1704433200000, 'temperature': 20.46741765515402, 'humidity': 41.4272947576701}
1704433200000;B_DHT;Temperature;{'timestamp': 1704433200000, 'temperature': 21.78631352608667, 'humidity': 55.83092297735312}
1704433500000;LR_CAMERA;Camera;{'timestamp': 1704433500000, 'file': '/train/split3/split3_628.png'}
1704434400000;K_CAMERA;Camera;{'timestamp': 1704434400000, 'file': '/train/split1/split1_568.png'}
1704434400000;K_DHT;Temperature;{'timestamp': 1704434400000, 'temperature': 20.302606713491674, 'humidity': 31.722466238676915}
1704434400000;LR_CAMERA;Camera;{'timestamp': 1704434400000, 'file': '/train/split3/split3_345.png'}
1704434400000;LR_DHT;Temperature;{'timestamp': 1704434400000, 'temperature': 20.0443856630972, 'humidity': 45.965685963055236}
1704434400000;BATH_DHT;Temperature;{'timestamp': 1704434400000, 'temperature': 23.70656429877082, 'humidity': 56.47302956019674}
1704434400000;B_DHT;Temperature;{'timestamp': 1704434400000, 'temperature': 21.683785981940495, 'humidity': 58.985369179521655}
1704435600000;K_DHT;Temperature;{'timestamp': 1704435600000, 'temperature': 22.0, 'humidity': 36.171896719343515}
1704435600000;LR_DHT;Temperature;{'timestamp': 1704435600000, 'temperature': 19.0, 'humidity': 43.72861864947911}
1704435600000;BATH_DHT;Temperature;{'timestamp': 1704435600000, 'temperature': 25.19091286209588, 'humidity': 64.41553550945666}
1704435600000;B_DHT;Temperature;{'timestamp': 1704435600000, 'temperature': 21.841551412281532, 'humidity': 59.13594632537862}
1704436800000;K_DHT;Temperature;{'timestamp': 1704436800000, 'temperature': 21.481227457835235, 'humidity': 34.349873791142635}
1704436800000;LR_DHT;Temperature;{'timestamp': 1704436800000, 'temperature': 19.64356851590005, 'humidity': 41.19971860528388}
1704436800000;BATH_DHT;Temperature;{'timestamp': 1704436800000, 'temperature': 23.457436703176022, 'humidity': 56.81688860471576}
1704436800000;B_DHT;Temperature;{'timestamp': 1704436800000, 'temperature': 21.979949611744274, 'humidity': 40.989557289087934}
1704437100000;LR_CAMERA;Camera;{'timestamp': 1704437100000, 'file': '/train/split10/split10_204.png'}
1704438000000;K_CAMERA;Camera;{'timestamp': 1704438000000, 'file': '/train/split1/split1_779.png'}
1704438000000;K_DHT;Temperature;{'timestamp': 1704438000000, 'temperature': 21.3109023879376, 'humidity': 33.24185372584984}
1704438000000;LR_CAMERA;Camera;{'timestamp': 1704438000000, 'file': '/train/split3/split3_725.png'}
1704438000000;LR_DHT;Temperature;{'timestamp': 1704438000000, 'temperature': 22.91644975341936, 'humidity': 40.52209474449929}
1704438000000;BATH_DHT;Temperature;{'timestamp': 1704438000000, 'temperature': 24.431708440100998, 'humidity': 67.34781560937053}
1704438000000;B_DHT;Temperature;{'timestamp': 1704438000000, 'temperature': 22.230257558683128, 'humidity': 30.222520446724634}
1704438000000;B_PIR;PIR;{'timestamp': 1704438000000, 'presence': 0}
1704438000000;FSR;FSR;{'timestamp': 1704438000000, 'weight': 1000}
1704438060000;BATH_PIR;PIR;{'timestamp': 1704438060000, 'presence': 1}
1704438060000;HR;HR;{'timestamp': 1704438060000, 'hr': 78}
1704438300000;BATH_PIR;PIR;{'timestamp': 1704438300000, 'presence': 0}
1704438300000;HR;HR;{'timestamp': 1704438300000, 'hr': 75}
1704438360000;K_PIR;PIR;{'timestamp': 1704438360000, 'presence': 1}
1704439200000;K_DHT;Temperature;{'timestamp': 1704439200000, 'temperature': 21.226948266752235, 'humidity': 31.010061018703556}
1704439200000;LR_DHT;Temperature;{'timestamp': 1704439200000, 'temperature': 22.992705253743573, 'humidity': 35.07831538441249}
1704439200000;BATH_DHT;Temperature;{'timestamp': 1704439200000, 'temperature': 23.0, 'humidity': 63.40047689878416}
1704439200000;B_DHT;Temperature;{'timestamp': 1704439200000, 'temperature': 23.906106772717518, 'humidity': 41.194172222975666}
1704439200000;FSR;FSR;{'timestamp': 1704439200000, 'weight': 887}
1704440400000;K_DHT;Temperature;{'timestamp': 1704440400000, 'temperature': 21.654163481025495, 'humidity': 33.3353566113482}
1704440400000;LR_DHT;Temperature;{'timestamp': 1704440400000, 'temperature': 21.832469321797113, 'humidity': 35.856041583006615}
1704440400000;BATH_DHT;Temperature;{'timestamp': 1704440400000, 'temperature': 25.376632487780793, 'humidity': 56.682981265920745}
1704440400000;B_DHT;Temperature;{'timestamp': 1704440400000, 'temperature': 21.446843669771376, 'humidity': 37.681304613885295}
1704440400000;FSR;FSR;{'timestamp': 1704440400000, 'weight': 782}
1704440700000;LR_CAMERA;Camera;{'timestamp': 1704440700000, 'file': '/train/split3/split3_659.png'}
1704441600000;K_CAMERA;Camera;{'timestamp': 1704441600000, 'file': '/train/split1/split1_261.png'}
1704441600000;K_DHT;Temperature;{'timestamp': 1704441600000, 'temperature': 23.692879129155827, 'humidity': 50.731181646335706}
1704441600000;LR_CAMERA;Camera;{'timestamp': 1704441600000, 'file': '/train/split10/split10_096.png'}
1704441600000;LR_DHT;Temperature;{'timestamp': 1704441600000, 'temperature': 21.60987040807255, 'humidity': 42.25774778497502}
1704441600000;BATH_DHT;Temperature;{'timestamp': 1704441600000, 'temperature': 23.0, 'humidity': 55.0}
1704441600000;B_DHT;Temperature;{'timestamp': 1704441600000, 'temperature': 21.926873669736565, 'humidity': 37.08085641812795}
1704441600000;K_PIR;PIR;{'timestamp': 1704441600000, 'presence': 0}
1704441600000;FSR;FSR;{'timestamp': 1704441600000, 'weight': 691}
1704441660000;LR_PIR;PIR;{'timestamp': 1704441660000, 'presence': 1}
1704442800000;K_DHT;Temperature;{'timestamp': 1704442800000, 'temperature': 23.90507848194833, 'humidity': 52.48016769875808}
1704442800000;LR_DHT;Temperature;{'timestamp': 1704442800000, 'temperature': 23.33824930733231, 'humidity': 37.24217239041823}
1704442800000;BATH_DHT;Temperature;{'timestamp': 1704442800000, 'temperature': 25.185161410944012, 'humidity': 71.34421601810672}
1704442800000;B_DHT;Temperature;{'timestamp': 1704442800000, 'temperature': 21.09560655323239, 'humidity': 37.12307693140088}
1704442800000;FSR;FSR;{'timestamp': 1704442800000, 'weight': 584}
1704444000000;K_DHT;Temperature;{'timestamp': 1704444000000, 'temperature': 25.266702022024706, 'humidity': 46.05291054171475}
1704444000000;LR_DHT;Temperature;{'timestamp': 1704444000000, 'temperature': 21.493888884940443, 'humidity': 37.777024940082825}
1704444000000;BATH_DHT;Temperature;{'timestamp': 1704444000000, 'temperature': 23.0, 'humidity': 71.22241853523009}
1704444000000;B_DHT;Temperature;{'timestamp': 1704444000000, 'temperature': 21.796467358507062, 'humidity': 34.497939194960736}
1704444000000;FSR;FSR;{'timestamp': 1704444000000, 'weight': 489}
1704444300000;LR_CAMERA;Camera;{'timestamp': 1704444300000, 'file': '/train/split10/split10_382.png'}
1704445200000;K_CAMERA;Camera;{'timestamp': 1704445200000, 'file': '/train/split1/split1_109.png'}
1704445200000;K_DHT;Temperature;{'timestamp': 1704445200000, 'temperature': 21.05471595602603, 'humidity': 30.0}
1704445200000;LR_CAMERA;Camera;{'timestamp': 1704445200000, 'file': '/train/split3/split3_018.png'}
1704445200000;LR_DHT;Temperature;{'timestamp': 1704445200000, 'temperature': 21.0, 'humidity': 35.0}
1704445200000;BATH_DHT;Temperature;{'timestamp': 1704445200000, 'temperature': 25.79688158175332, 'humidity': 55.0}
1704445200000;B_DHT;Temperature;{'timestamp': 1704445200000, 'temperature': 23.793473526786716, 'humidity': 38.82451046012333}
1704445200000;LR_PIR;PIR;{'timestamp': 1704445200000, 'presence': 0}
1704445200000;FSR;FSR;{'timestamp': 1704445200000, 'weight': 398}
1704445260000;BATH_PIR;PIR;{'timestamp': 1704445260000, 'presence': 1}
1704445260000;HR;HR;{'timestamp': 1704445260000, 'hr': 77}
1704445800000;BATH_PIR;PIR;{'timestamp': 1704445800000, 'presence': 0}
1704445800000;HR;HR;{'timestamp': 1704445800000, 'hr': 65}
1704445860000;LR_PIR;PIR;{'timestamp': 1704445860000, 'presence': 1}
1704446400000;K_DHT;Temperature;{'timestamp': 1704446400000, 'temperature': 20.0, 'humidity': 30.0}
1704446400000;LR_DHT;Temperature;{'timestamp': 1704446400000, 'temperature': 24.10863948416887, 'humidity': 42.86747277838204}
1704446400000;BATH_DHT;Temperature;{'timestamp': 1704446400000, 'temperature': 25.136787072688016, 'humidity': 68.42411056801181}
1704446400000;B_DHT;Temperature;{'timestamp': 1704446400000, 'temperature': 22.563792266870493, 'humidity': 31.377429707214766}
1704446400000;FSR;FSR;{'timestamp': 1704446400000, 'weight': 278}
1704447600000;K_DHT;Temperature;{'timestamp': 1704447600000, 'temperature': 20.016579926153742, 'humidity': 34.0}
1704447600000;LR_DHT;Temperature;{'timestamp': 1704447600000, 'temperature': 23.550726897475972, 'humidity': 37.041700719900035}
1704447600000;BATH_DHT;Temperature;{'timestamp': 1704447600000, 'temperature': 23.848563238508298, 'humidity': 59.96373063210716}
1704447600000;B_DHT;Temperature;{'timestamp': 1704447600000, 'temperature': 22.430893854886847, 'humidity': 30.0}
1704447600000;FSR;FSR;{'timestamp': 1704447600000, 'weight': 173}
1704447900000;LR_CAMERA;Camera;{'timestamp': 1704447900000, 'file': '/train/split3/split3_631.png'}
1704448800000;K_CAMERA;Camera;{'timestamp': 1704448800000, 'file': '/train/split1/split1_364.png'}
1704448800000;K_DHT;Temperature;{'timestamp': 1704448800000, 'temperature': 22.0, 'humidity': 30.0}
1704448800000;LR_CAMERA;Camera;{'timestamp': 1704448800000, 'file': '/train/split10/split10_184.png'}
1704448800000;LR_DHT;Temperature;{'timestamp': 1704448800000, 'temperature': 23.50170498043669, 'humidity': 35.0}
1704448800000;BATH_DHT;Temperature;{'timestamp': 1704448800000, 'temperature': 25.077448725351307, 'humidity': 55.29445623371077}
1704448800000;B_DHT;Temperature;{'timestamp': 1704448800000, 'temperature': 22.15161565679331, 'humidity': 34.849445564762085}
1704448800000;FSR;FSR;{'timestamp': 1704448800000, 'weight': 45}
1704449100000;LR_PIR;PIR;{'timestamp': 1704449100000, 'presence': 0}
1704449160000;K_PIR;PIR;{'timestamp': 1704449160000, 'presence': 1}
1704450000000;K_DHT;Temperature;{'timestamp': 1704450000000, 'temperature': 20.0, 'humidity': 30.0}
1704450000000;LR_DHT;Temperature;{'timestamp': 1704450000000, 'temperature': 21.93755989498182, 'humidity': 36.13150157183948}
1704450000000;BATH_DHT;Temperature;{'timestamp': 1704450000000, 'temperature': 23.0, 'humidity': 71.13690368577291}
1704450000000;B_DHT;Temperature;{'timestamp': 1704450000000, 'temperature': 22.09598281061848, 'humidity': 33.765005444562505}
1704450000000;FSR;FSR;{'timestamp': 1704450000000, 'weight': 1000}
1704451200000;K_DHT;Temperature;{'timestamp': 1704451200000, 'temperature': 20.0, 'humidity': 33.339477731958006}
1704451200000;LR_DHT;Temperature;{'timestamp': 1704451200000, 'temperature': 21.63591022975395, 'humidity': 46.04438137813565}
1704451200000;BATH_DHT;Temperature;{'timestamp': 1704451200000, 'temperature': 25.777936027729996, 'humidity': 62.79634701574191}
1704451200000;B_DHT;Temperature;{'timestamp': 1704451200000, 'temperature': 22.18346949574644, 'humidity': 33.355505908120634}
1704451200000;FSR;FSR;{'timestamp': 1704451200000, 'weight': 905}
1704451500000;LR_CAMERA;Camera;{'timestamp': 1704451500000, 'file': '/train/split10/split10_138.png'}
1704452400000;K_CAMERA;Camera;{'timestamp': 1704452400000, 'file': '/train/split2/split2_169.png'}
1704452400000;K_DHT;Temperature;{'timestamp': 1704452400000, 'temperature': 25.78515956175609, 'humidity': 52.392669779139375}
1704452400000;LR_CAMERA;Camera;{'timestamp': 1704452400000, 'file': '/train/split3/split3_675.png'}
1704452400000;LR_DHT;Temperature;{'timestamp': 1704452400000, 'temperature': 21.72809193368222, 'humidity': 43.03068447049143}
1704452400000;BATH_DHT;Temperature;{'timestamp': 1704452400000, 'temperature': 26.0, 'humidity': 70.7398310122552}
1704452400000;B_DHT;Temperature;{'timestamp': 1704452400000, 'temperature': 20.331315252838067, 'humidity': 50.4643211301362}
1704452400000;FSR;FSR;{'timestamp': 1704452400000, 'weight': 801}
1704453600000;K_DHT;Temperature;{'timestamp': 1704453600000, 'temperature': 24.0, 'humidity': 76.98986291984411}
1704453600000;LR_DHT;Temperature;{'timestamp': 1704453600000, 'temperature': 19.289870633700723, 'humidity': 55.67546413449088}
1704453600000;BATH_DHT;Temperature;{'timestamp': 1704453600000, 'temperature': 23.7707541413471, 'humidity': 75.0}
1704453600000;B_DHT;Temperature;{'timestamp': 1704453600000, 'temperature': 20.146816117886516, 'humidity': 56.3008580109746}
1704453600000;FSR;FSR;{'timestamp': 1704453600000, 'weight': 710}
1704454800000;K_DHT;Temperature;{'timestamp': 1704454800000, 'temperature': 24.0, 'humidity': 58.847413195351635}
1704454800000;LR_DHT;Temperature;{'timestamp': 1704454800000, 'temperature': 21.24879296778906, 'humidity': 52.2152322358891}
1704454800000;BATH_DHT;Temperature;{'timestamp': 1704454800000, 'temperature': 23.006969346999373, 'humidity': 61.75064772792399}
1704454800000;B_DHT;Temperature;{'timestamp': 1704454800000, 'temperature': 22.99902296040379, 'humidity': 61.11298829297313}
1704454800000;FSR;FSR;{'timestamp': 1704454800000, 'weight': 615}
1704455100000;LR_CAMERA;Camera;{'timestamp': 1704455100000, 'file': '/train/split3/split3_698.png'}
1704456000000;K_CAMERA;Camera;{'timestamp': 1704456000000, 'file': '/train/split1/split1_111.png'}
1704456000000;K_DHT;Temperature;{'timestamp': 1704456000000, 'temperature': 21.451934067320085, 'humidity': 32.96487839840091}
1704456000000;LR_CAMERA;Camera;{'timestamp': 1704456000000, 'file': '/train/split10/split10_160.png'}
1704456000000;LR_DHT;Temperature;{'timestamp': 1704456000000, 'temperature': 24.36525586001635, 'humidity': 65.24313576246965}
1704456000000;BATH_DHT;Temperature;{'timestamp': 1704456000000, 'temperature': 23.625057887381573, 'humidity': 67.87204652439588}
1704456000000;B_DHT;Temperature;{'timestamp': 1704456000000, 'temperature': 22.183156457201815, 'humidity': 65.64897231736424}
1704456000000;K_PIR;PIR;{'timestamp': 1704456000000, 'presence': 0}
1704456000000;FSR;FSR;{'timestamp': 1704456000000, 'weight': 505}
1704456060000;B_PIR;PIR;{'timestamp': 1704456060000, 'presence': 1}
1704457200000;K_DHT;Temperature;{'timestamp': 1704457200000, 'temperature': 21.23689219157936, 'humidity': 40.337801949992766}
1704457200000;LR_DHT;Temperature;{'timestamp': 1704457200000, 'temperature': 24.722166001084215, 'humidity': 66.8219525922437}
1704457200000;BATH_DHT;Temperature;{'timestamp': 1704457200000, 'temperature': 23.0, 'humidity': 75.0}
1704457200000;B_DHT;Temperature;{'timestamp': 1704457200000, 'temperature': 20.45568649550456, 'humidity': 63.43141208114894}
1704457200000;FSR;FSR;{'timestamp': 1704457200000, 'weight': 385}
1704458400000;K_DHT;Temperature;{'timestamp': 1704458400000, 'temperature': 21.791247460536013, 'humidity': 37.584730810962746}
1704458400000;LR_DHT;Temperature;{'timestamp': 1704458400000, 'temperature': 21.358868018604674, 'humidity': 67.46780098672828}
1704458400000;BATH_DHT;Temperature;{'timestamp': 1704458400000, 'temperature': 26.0, 'humidity': 73.33724875880935}
1704458400000;B_DHT;Temperature;{'timestamp': 1704458400000, 'temperature': 20.0, 'humidity': 48.51426607771054}
1704458400000;FSR;FSR;{'timestamp': 1704458400000, 'weight': 295}
1704458700000;LR_CAMERA;Camera;{'timestamp': 1704458700000, 'file': '/train/split10/split10_189.png'}
1704459600000;K_CAMERA;Camera;{'timestamp': 1704459600000, 'file': '/train/split1/split1_109.png'}
1704459600000;K_DHT;Temperature;{'timestamp': 1704459600000, 'temperature': 20.611141091189626, 'humidity': 38.29124395995567}
1704459600000;LR_CAMERA;Camera;{'timestamp': 1704459600000, 'file': '/train/split3/split3_692.png'}
1704459600000;LR_DHT;Temperature;{'timestamp': 1704459600000, 'temperature': 19.821066581785878, 'humidity': 58.07886351229748}
1704459600000;BATH_DHT;Temperature;{'timestamp': 1704459600000, 'temperature': 26.0, 'humidity': 64.44369418962239}
1704459600000;B_DHT;Temperature;{'timestamp': 1704459600000, 'temperature': 20.76781641843257, 'humidity': 54.81754374894758}
1704459600000;FSR;FSR;{'timestamp': 1704459600000, 'weight': 173}
1704460800000;K_DHT;Temperature;{'timestamp': 1704460800000, 'temperature': 22.0, 'humidity': 44.91386655206417}
1704460800000;LR_DHT;Temperature;{'timestamp': 1704460800000, 'temperature': 19.07461417805697, 'humidity': 48.78334504473271}
1704460800000;BATH_DHT;Temperature;{'timestamp': 1704460800000, 'temperature': 25.389165595533495, 'humidity': 68.55221834159876}
1704460800000;B_DHT;Temperature;{'timestamp': 1704460800000, 'temperature': 20.453235635067998, 'humidity': 48.82498033433951}
1704460800000;FSR;FSR;{'timestamp': 1704460800000, 'weight': 68}
1704462000000;K_DHT;Temperature;{'timestamp': 1704462000000, 'temperature': 21.913442712451065, 'humidity': 35.54607576122684}
1704462000000;LR_DHT;Temperature;{'timestamp': 1704462000000, 'temperature': 20.154934080812936, 'humidity': 62.004834553098554}
1704462000000;BATH_DHT;Temperature;{'timestamp': 1704462000000, 'temperature': 26.0, 'humidity': 57.28635707877172}
1704462000000;B_DHT;Temperature;{'timestamp': 1704462000000, 'temperature': 22.657987877975952, 'humidity': 59.93441312687314}
1704462000000;FSR;FSR;{'timestamp': 1704462000000, 'weight': 1000}
1704462300000;LR_CAMERA;Camera;{'timestamp': 1704462300000, 'file': '/train/split3/split3_582.png'}
1704463200000;K_CAMERA;Camera;{'timestamp': 1704463200000, 'file': '/train/split2/split2_546.png'}
1704463200000;K_DHT;Temperature;{'timestamp': 1704463200000, 'temperature': 20.810021359358085, 'humidity': 38.669801973401036}
1704463200000;LR_CAMERA;Camera;{'timestamp': 1704463200000, 'file': '/train/split10/split10_284.png'}
